gene_short_name,V515-06187-A1,TNT-209,TNT-152,TNT-26,TNT-4,TNT-299,17-00127-8_S3Aligned_cufflinks,TNT-282,TNT-123,TNT-41,TNT-83
FGL2,2.48121,18.6347,11.0158,1.5139799999999999,18.1586,4.40214,0.059887300000000004,10.6796,3.14344,5.03298,5.12706
FOXA1,1.38574,0.921874,26.0362,0.36304200000000003,44.0487,1.74342,5.49379,6.46327,1.76614,0.137919,121.24600000000001
FOXC1,9.10755,6.7351,0.79214,62.2426,6.6412,41.9665,26.7646,17.1276,29.8336,29.7138,0.746015
GABRP,8.66089,463.37300000000005,18.8446,138.871,3.7613199999999996,3.8757300000000003,223.362,471.699,39.4466,693.341,1.4016
GALNT7,12.4003,15.0174,26.0401,19.6479,29.7102,14.0614,27.8541,26.6716,3.9176599999999997,14.8009,25.489
GBP1,41.394,181.239,80.4756,54.4518,117.684,101.95700000000001,162.607,203.558,239.40099999999998,198.987,140.442
GCHFR,0.42253100000000005,0.152916,1.02698,0.1355,0.344589,0.0,0.857477,0.0,0.0,1.48478,0.275027
GPR87,0.9514879999999999,0.611755,0.0,0.8265629999999999,0.0,3.18233,3.83835,2.89692,0.511436,1.2325700000000002,0.16356099999999998
GZMB,1.4986,12.1013,0.0,0.11918800000000002,1.33328,1.1810200000000002,0.0,3.2459599999999997,1.45646,2.83215,1.84185
HGD,4.21735,0.0,92.87100000000001,0.244245,6.88391,5.35348,27.7859,10.2078,12.8727,2.83641,1.96698
HTRA1,91.2943,4.805219999999999,142.922,169.942,291.691,29.4327,2.7259,4.14392,12.3716,105.02,89.2542
IDO1,0.29142399999999996,40.1029,0.843558,0.879626,1.58873,5.30639,0.0,39.4807,5.1589599999999995,11.853,13.1393
IGFBP4,13.3498,0.523827,7.366410000000001,1.3705399999999999,7.64763,0.510139,8.38525,0.515297,0.23827399999999999,6.11079,1.48589
IGHM,55.218999999999994,143.454,329.702,3.04095,43.9422,3.53685,117.986,466.11400000000003,46.5165,119.191,842.693
IGJ,20.0186,278.422,568.173,21.932,218.31,33.8066,38.8323,419.336,86.7227,43.2346,829.929
IGKC,182.34599999999998,1074.44,12039.2,127.93,980.865,90.5595,1588.56,4173.32,5601.96,735.3989999999999,11160.5
IL23A,0.049007300000000004,0.0,0.0,0.083901,0.0,0.44470299999999996,0.0,0.0,0.0,0.0998765,0.265761
IL33,0.8833290000000001,11.9004,9.99245,1.17252,5.825130000000001,0.618799,0.0,7.39602,2.03419,1.35198,0.47543199999999997
INPP4B,37.1722,56.2819,40.6346,13.2894,26.069000000000003,7.82662,4.561730000000001,3.2087,7.554869999999999,9.88193,16.3814
ITM2A,5.13433,31.2676,61.5291,6.31847,15.3956,10.8233,0.0,28.7268,15.3539,5.75863,15.1301
JAM2,11.2143,8.83228,14.2398,10.5988,17.8065,7.395589999999999,17.1649,1.8003799999999999,2.9365900000000003,6.846610000000001,4.95407
KCNK5,7.320460000000001,0.888863,0.0,8.64592,0.166799,0.9591649999999999,1.9099400000000002,1.10293,0.608428,1.98658,0.599162
KIAA1324,6.46799,7.930689999999999,70.4997,31.4718,15.1323,17.3401,40.0776,28.5795,3.08357,15.395,40.056999999999995
KMO,1.44589,15.3557,34.7041,0.646642,7.90998,11.9762,9.27281,2.02878,4.42598,2.2197299999999998,4.60907
KRT14,118.37100000000001,2.35315,9.551219999999999,491.849,3.8259,25.6825,0.0,4.47365,5.37247,514.252,3.08023
KRT16,91.0343,18.1525,8.6163,147.095,9.11002,56.8354,38.5884,85.9574,77.8206,95.7477,1.0609899999999999
KRT17,105.34700000000001,14.5962,8.751660000000001,165.31099999999998,15.2766,26.0235,84.8248,109.236,21.0044,410.975,5.62649
KRT6A,54.2242,23.0089,20.8353,1080.32,43.7876,44.845,13.9847,81.6097,38.9155,262.42,0.0177209
KRT6B,86.6584,35.6332,2.5441599999999998,476.639,10.2424,37.9913,0.40174499999999996,27.4725,7.53217,98.6809,0.49202299999999993
KYNU,14.7879,20.5119,107.061,4.17852,69.6869,5.05969,1.47338,6.11862,7.171539999999999,5.3043,11.6398
LBP,0.573258,0.266536,44.4286,0.12506099999999998,183.90200000000002,15.463,0.0,50.1772,3.1313400000000002,1.2441,3.66205
LHFP,2.0952,0.986658,10.9071,3.19932,2.3965,0.40642399999999995,0.0,0.27428600000000003,0.700106,1.33469,2.28782
MFAP4,1.60954,1.31587,15.2427,6.91442,20.6016,1.01978,0.0,3.4615699999999996,0.711885,6.62759,3.2746299999999997
MIA,21.0747,2.02941,0.0,40.5309,0.0,36.2504,19.563,22.4521,3.80292,43.488,0.59864
MID1,36.2366,13.1301,19.3272,18.2572,24.7647,19.6522,6.68681,27.0078,29.3874,22.2624,14.9831
MYBL1,4.603619999999999,20.9162,2.0165,5.37248,3.4451699999999996,63.3801,2.20285,1.09933,111.205,19.1092,13.5443
NEK2,17.1321,8.198960000000001,2.07293,6.4980400000000005,3.7872,32.8681,43.548,11.9491,33.2685,16.5811,10.8591
NTN3,0.023557599999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098189,0.0
OGN,1.27872,16.9272,23.045,41.2163,82.4171,14.3594,0.0,5.10016,18.6286,17.5867,8.2237
PI3,0.0,36.0043,0.0,3.94404,2.09959,19.5937,0.0,111.991,0.281125,0.405905,0.271929
PLEKHB1,14.583,0.9378920000000001,0.0,1.0292700000000001,0.0,2.5600099999999997,5.012630000000001,1.6425599999999998,0.239575,3.4508900000000002,0.557688
PMAIP1,1.6239299999999999,3.86427,0.0,5.10806,0.09488339999999999,4.82886,0.0,1.82572,1.6800599999999999,3.41365,0.719421
PSMB9,0.0,39.4181,13.2313,3.9728199999999996,6.91171,5.5591,0.0,29.4268,5.92243,19.2126,21.4879
PTGDS,1.49063,10.7944,4.11461,0.7358520000000001,2.49494,2.39453,0.0,0.0,17.2444,1.31059,0.75678
RARRES3,10.7933,21.1557,83.1112,3.30263,36.1807,7.0246699999999995,0.0,101.685,7.29205,9.089089999999999,169.065
RTP4,0.772275,4.54023,0.0,0.268113,0.0,3.77599,5.36867,6.157769999999999,1.06162,6.97178,5.00847
S100A1,196.638,2.1962200000000003,0.0,4.30791,0.0,32.7335,0.0,1.77668,46.336999999999996,15.2162,4.87729
S100A7,6.579160000000001,1.53294,6.7927800000000005,4.4318800000000005,138.622,7.09766,0.0,318.707,25.5385,0.0,0.174539
S100A8,3.4999599999999997,71.2434,29.2772,4.205,105.69200000000001,24.8919,0.0,366.35900000000004,3.59375,2.234,1.39343
SCRG1,23.221999999999998,0.817431,6.28695,28.1591,0.917041,35.6581,0.0,1.61784,27.9532,5.2875,0.28728899999999996
SEMA3C,89.189,13.7044,68.4341,41.0773,122.228,37.7756,11.4171,59.1956,16.9621,23.3876,15.3978
SERHL2,5.02658,1.66477,270.47900000000004,3.6196599999999997,96.2706,0.5387390000000001,0.0,2.15706,1.43949,3.43356,142.226
SFRP1,35.3095,1.9717,8.47137,4.2071,2.25192,11.8774,2.21414,4.15131,31.8088,38.3568,0.416292
SIDT1,0.9090090000000001,28.4101,30.1822,1.23219,13.2347,2.94446,0.0,5.48231,1.94103,1.50153,16.3553
SOX10,3.84721,0.28170300000000004,0.0,2.23205,0.0,2.03024,7.96475,0.07446439999999999,0.757518,1.1078299999999999,0.0883835
SPDEF,0.141878,0.04498080000000001,4.88874,0.592224,3.17591,0.868376,0.0,0.115434,0.285567,0.0,11.802
SPRR1B,0.09447810000000001,0.0,0.0,0.0,0.0,0.278642,0.0,7.65229,0.0,0.0,0.0
SPTLC2,28.7351,66.6195,82.23200000000001,38.188,29.6352,26.9449,75.7357,178.102,63.7563,40.6695,99.8843
SRPX,12.4869,1.62465,7.045730000000001,10.7936,6.64019,2.8907,0.0,0.9796940000000001,4.66545,9.47686,2.11423
TCF7L1,11.751,5.12794,3.5148800000000002,4.2474099999999995,7.7230300000000005,10.5965,18.2386,1.45767,13.0712,44.3834,5.28734
TFAP2B,1.18026,0.315354,41.8386,0.5612689999999999,7.528460000000001,2.20139,1.05255,0.0384123,1.444,0.41227600000000003,91.2466
THBS4,8.67223,11.9925,80.985,10.4444,4.58691,8.9721,0.0,1.69832,4.32413,16.1641,8.67857
TNFAIP8,5.97248,134.107,33.7402,5.72812,26.519000000000002,8.407010000000001,30.9,18.8429,17.3322,13.7256,26.934
TNFSF10,24.8142,74.1737,54.9682,11.9174,23.4715,8.92687,12.2587,273.724,15.7489,115.984,50.7573
TRIM68,7.67148,0.41785100000000003,10.6999,2.6518200000000003,0.779116,1.65405,0.0,2.04787,0.07824919999999999,4.9053,3.34384
TSC22D3,7.24202,6.985710000000001,85.87700000000001,11.3808,19.5717,13.1949,0.0,8.62,16.5792,15.5388,77.8816
UBD,0.0,70.7467,4.33349,1.8393,6.7378,2.67944,1.54253,48.1235,10.4594,9.98192,1.8077400000000001
UGT2B28,0.0,0.0,60.8148,0.0,70.8305,6.18025,0.0,0.915341,0.0924854,0.0847062,0.0177382
XBP1,26.3139,30.3003,158.579,30.2075,57.555,22.8505,25.4364,71.5768,60.9993,23.1296,206.047
ZCCHC24,0.75321,0.354545,4.1567099999999995,1.37962,1.65927,0.17440899999999998,0.0,0.7914220000000001,1.21593,0.70298,4.52648
