gene_short_name,V515-06187-A1,TNT-1,TNT-2,TNT-3,TNT-4,TNT-6,TNT-8,TNT-13,TNT-14,TNT-16,TNT-18,TNT-20,TNT-24,TNT-26,TNT-27,TNT-30,TNT-33,TNT-35,TNT-41,TNT-44,TNT-45,TNT-48,TNT-49,TNT-50,TNT-53,TNT-54,TNT-56,TNT-57,TNT-58,TNT-62,TNT-65,TNT-67,TNT-69,TNT-71,TNT-73,TNT-76,TNT-79,TNT-80,TNT-81,TNT-82,TNT-83,TNT-85,TNT-92,TNT-94,TNT-98,TNT-100,TNT-104,TNT-105,TNT-111,TNT-113,TNT-115,TNT-117,TNT-121,TNT-122,TNT-123,TNT-132,TNT-133,TNT-134,TNT-138,TNT-139,TNT-141,TNT-152,TNT-154,TNT-157,TNT-158,TNT-166,TNT-167,TNT-177,TNT-182,TNT-183,TNT-186,TNT-187,TNT-192,TNT-194,TNT-195,TNT-197,TNT-201,TNT-202,TNT-204,TNT-208,TNT-209,TNT-210,TNT-211,TNT-214,TNT-217,TNT-218,TNT-219,TNT-220,TNT-223,TNT-224,TNT-225,TNT-227,TNT-231,TNT-234,TNT-238,TNT-239,TNT-240,TNT-245,TNT-252,TNT-259,TNT-265,TNT-267,TNT-269,TNT-270,TNT-271,TNT-272,TNT-274,TNT-275,TNT-277,TNT-278,TNT-281,TNT-282,TNT-283,TNT-288,TNT-289,TNT-293,TNT-296,TNT-297,TNT-299,TNT-300,TNT-304,TNT-310,TNT-311,TNT-313,TNT-318,TNT-321,TNT-322,TNT-325,TNT-326,TNT-328,17-00097-1_S9_cufflinks,17-00099-0_S15_cufflinks,17-00100-2_S17Aligned_cufflinks,17-00101-5_S19Aligned_cufflinks,17-00103-7_S3Aligned_cufflinks,17-00104-2_S7Aligned_cufflinks,17-00105-7_S10_cufflinks,17-00107-9_S10Aligned_cufflinks,17-00108-5_S18Aligned_cufflinks,17-00109-8_S14Aligned_cufflinks,17-00110-9_S15Aligned_cufflinks,17-00111-2_S4_cufflinks,17-00112-1_S7_cufflinks,17-00113-4_S11_cufflinks,17-00114-7_S13_cufflinks,17-00116-9_S2Aligned_cufflinks,17-00118-2_S5Aligned_cufflinks,17-00119-5_S5_cufflinks,17-00121-8_S12_cufflinks,17-00122-1_S1_cufflinks,17-00123-8_S16Aligned_cufflinks,17-00124-3_S12Aligned_cufflinks,17-00125-8_S13Aligned_cufflinks,17-00127-8_S3Aligned_cufflinks,17-00131-5_S8Aligned_cufflinks,17-00132-8_S16Aligned_cufflinks,17-00139-2_S9Aligned_cufflinks,17-00140-2_S2_cufflinks,17-00141-7_S14Aligned_cufflinks,17-00143-5_S2Aligned_cufflinks,17-00149-2_S3_cufflinks,17-00152-9_S4Aligned_cufflinks,17-00156-7_S13Aligned_cufflinks,17-00157-0_S11Aligned_cufflinks,17-00159-1_S1Aligned_cufflinks,17-00160-1_S2Aligned_cufflinks,17-00163-6_S7Aligned_cufflinks,17-00165-0_S10Aligned_cufflinks,17-00166-3_S11Aligned_cufflinks,17-00174-6_S15Aligned_cufflinks,17-00212-8_S3Aligned_cufflinks,17-00214-4_S8Aligned_cufflinks,17-00243-6_S9Aligned_cufflinks,17-00252-2_S13Aligned_cufflinks,17-00258-5_S5Aligned_cufflinks,17-00269-8_S12Aligned_cufflinks,17-00270-5_S14Aligned_cufflinks,17-00271-8_S16Aligned_cufflinks,17-00280-7_S4Aligned_cufflinks,17-00283-0_S6Aligned_cufflinks
CCL5,1.03708,5.85725,69.8738,2.44289,13.303,5.02728,55.7447,4.13896,6.55539,2.45249,84.2759,2.0571,34.721,0.328596,1.16553,4.70011,55.5323,20.5653,16.4867,6.20512,1.6864,21.9388,50.3871,2.46692,29.3619,27.218,15.388,3.70974,0.0831699,6.88384,4.23368,15.48,2.95312,7.98503,5.16692,10.1325,2.0161,17.3256,8.62397,1.19407,8.35195,8.38996,5.3861,4.13599,25.8249,19.74,10.9451,6.45283,1.97053,31.8243,11.9906,24.8368,6.49841,4.87955,2.78857,37.3394,11.4843,5.13551,5.65268,4.08448,13.5378,12.9609,28.65,14.6772,14.6772,2.824,1.86065,7.50898,9.13623,5.85183,13.7499,2.99886,18.4049,4.14474,35.4418,19.9773,3.45426,2.81882,10.1049,3.74656,9.20102,4.16558,5.11297,9.4678,21.6272,2.72617,18.7046,16.9124,2.04099,3.206,2.44293,26.5416,4.01815,20.0857,17.8954,6.15495,56.2359,4.07395,2.64418,24.4902,6.73407,31.6815,3.93235,1.34774,5.6622,2.47439,1.50133,15.9024,13.4918,8.68593,6.88903,7.18878,13.0437,1.42702,1.12449,3.03217,2.0144,2.51066,6.02102,3.93922,9.38296,16.908,2.70085,6.95546,17.1213,11.291,1.69886,47.0465,15.9662,1.60917,0,9.70031,10.7786,1.71611,0,0.26264,5.25453,0,9.51219,22.5121,0,20.6348,5.41056,18.6956,0,0,3.56215,0,0,0,10.7819,4.40667,2.22877,0,5.70474,0,2.11983,0,2.20958,1.59721,37.03,0,0,0,6.76955,0,0,12.1232,4.18384,3.03196,5.79704,0,11.5664,0,0,16.1353,0,8.84458,0,12.2628
CD36,36.5005,12.6625,39.5145,530.381,100.477,52.468,30.3092,57.7532,19.3488,33.7502,68.0838,45.423,13.4455,27.8522,9.68515,15.5684,32.6821,17.7795,79.5482,161.29,35.4874,251.091,71.9816,17.4704,35.2486,53.4162,1102.89,21.4543,8.52927,14.0796,140.793,175.374,24.2,18.241,29.3908,9.87183,15.2303,29.4388,13.4593,5.65798,764.051,17.1364,13.668,22.7489,44.3127,37.6889,126.937,49.5897,94.8575,31.2782,12.2627,19.3201,39.212,122.998,15.422,220.64,123.501,14.3846,30.2316,19.0127,83.8034,35.2708,27.1698,33.1401,24.866,87.4212,25.8007,57.821,31.6866,18.5522,39.8265,36.7609,134.586,52.8562,82.4024,38.1309,37.1595,18.456,78.1711,21.7614,18.8618,32.1363,9.93661,20.8269,26.1072,5.77646,16.0908,25.9295,2.84832,20.0619,47.8398,17.3573,21.4639,6.57482,17.0593,25.2455,0.331216,9.4337,13.2741,36.2403,69.7685,11.7456,33.2638,26.5814,17.8922,32.304,6.41063,28.1601,51.4948,36.6558,17.1781,31.9388,37.5269,21.039,18.9896,929.357,18.1203,12.2558,80.6752,11.0441,40.2595,12.1829,25.2541,7.60346,44.9068,20.8781,28.7743,13.2001,9.50935,18.5983,29.5541,54.5393,9.62158,9.85445,25.8122,96.9286,26.3072,34.8926,6.66782,142.117,4.6544,34.8274,4.14895,17.7305,15.9088,138.951,119.607,39.1275,104.969,6.42672,14.5033,19.8167,182.748,0,9.64332,32.1853,14.3767,44.8475,8.51482,30.0312,166.339,0,0,149.636,5.67052,5.95287,19.9552,83.1513,4.51973,93.6689,59.1195,25.0631,228.418,40.6657,28.5228,88.0077,5.78937,333.499,13.3628,257.01
CD52,5.15236,28.6878,205.116,73.6417,48.9762,20.3981,50.9935,17.8491,20.7734,9.98149,238.279,11.4556,55.9095,2.72588,3.93531,11.0281,360.047,127.084,49.562,76.5111,10.8174,52.2935,92.3369,26.2153,13.2733,206.158,120.281,16.7951,0,22.6616,17.9,39.5948,15.9388,27.5781,22.8146,16.4339,15.6613,157.474,16.5691,7.70204,28.8448,20.4057,51.077,0,94.6313,134.336,29.5778,19.3671,24.4018,157.061,76.2585,108.542,0,124.007,70.4409,145.508,56.1498,13.0453,35.721,12.3884,19.6056,82.2545,2.16431,93.599,56.19,16.3847,26.8185,35.5903,63.4951,27.578,29.1361,9.19472,123.244,30.274,161.817,30.7753,17.2804,22.4442,132.064,78.3063,472.935,785.451,147.344,80.1085,592.516,124.915,123.578,233.482,36.0713,21.1463,54.5642,480.968,72.6561,203.874,394.821,884.803,225.587,207.293,437.321,178.9,370.823,198.714,24.7288,16.3111,56.5306,23.3953,13.366,41.958,437.41,147.046,13.2159,28.9883,9.26877,1.79485,1.74964,12.8056,23.3851,9.06244,14.2911,21.7633,85.9483,40.1669,21.335,146.87,94.2685,130.963,13.838,320.424,164.909,0,10.8883,125.986,8.39226,2.09752,22.1463,0.315542,2.14786,30.9282,22.789,25.0099,4.91219,43.6633,9.67866,10.3919,39.7689,6.29418,2.24641,114.693,9.90376,12.6459,18.0695,23.7771,0,0,3.68263,20.3585,2.72221,6.33001,3.28078,2.29825,25.8994,95.8765,0,2.70915,14.8266,12.1882,4.53303,40.0504,5.31024,12.6645,31.8435,7.45981,53.8862,19.3989,18.8695,16.4224,25.8947,25.8897,23.5318,72.2506
CDC20,19.1111,10.419,7.6301,14.1118,2.96756,6.40956,8.34843,6.74247,23.4345,4.69409,11.1176,6.79373,27.8803,14.2065,11.3276,5.88238,5.45902,6.23362,9.8534,6.29946,8.45575,2.9954,4.09511,6.63309,16.9774,3.85495,15.8234,26.4927,10.7521,14.1862,10.3176,0.482607,31.1055,7.51188,6.30304,20.9927,16.0607,10.063,22.4607,20.8091,6.66027,9.41933,2.62069,6.50334,1.15338,8.90459,0.0650128,3.94257,3.73782,50.0459,14.9562,11.3241,15.5014,0.59246,22.9872,1.11341,9.27248,15.5522,7.31879,39.6781,0.0477458,4.50527,5.51993,21.6145,21.2697,15.1124,4.66745,29.8034,8.12888,14.1964,11.82,15.332,4.20426,12.6889,6.47849,16.499,15.1737,43.366,2.72803,5.1962,7.58906,11.3893,1.34979,33.0613,11.5408,6.84373,3.64656,0,1.58792,10.5139,16.8549,10.3227,24.5621,15.2527,3.99635,8.33313,1.93134,4.63374,7.2855,10.0606,22.7002,4.05045,10.3008,4.41093,15.4698,9.27132,3.08772,12.0694,0.0293837,1.44794,44.7677,16.4631,9.88436,35.8456,40.1167,9.34047,21.6756,42.1959,4.88095,26.3353,16.8101,24.5544,8.48748,4.35256,13.9145,21.4337,6.0292,10.4861,6.93203,10.2348,35.847,33.8445,16.0755,18.1155,10.9556,15.73,2.38084,5.44464,11.8678,0,36.4559,1.21622,28.2348,13.2209,7.44323,0.614254,0,2.32812,0.207432,28.4023,27.82,7.08699,0,19.4809,8.15222,0.805591,34.2285,9.59021,3.57694,48.5456,5.02223,0,0,14.3517,11.108,12.6869,33.2568,9.73773,11.8555,11.3567,3.74191,13.8681,0.705943,2.81438,23.2123,24.4458,2.98538,2.31267,8.15715,5.4295
CHI3L1,52.4824,5.10433,84.8944,0.522526,5.7134,0.854684,265.642,7.76873,14.9398,2.78629,18.0344,7.92085,31.8305,20.8098,21.1168,52.7601,5.50906,8.07722,62.4796,19.8265,22.6098,7.45514,14.0802,23.1543,47.8151,7.7664,2.97668,15.99,0.872301,18.4108,0.527097,4.42293,13.2155,304.561,17.4637,11.3194,9.11061,2.58198,147.222,100.533,3.39355,13.6008,93.8031,2.53769,4.21273,24.0775,1.02785,5.77056,7.57694,12.6521,32.3937,49.0583,13.9052,13.0996,60.4696,0.735538,0.874603,37.3706,4.73091,11.9292,0.177651,0.786117,10.7803,42.6231,37.3911,33.8687,1.77787,11.0398,54.8576,7.02127,4.82633,9.608,0,14.9525,23.4869,25.4191,27.7612,23.2638,0.915721,22.6745,0.796208,6.51311,1.69353,1.5293,1.37138,50.4066,0.043036,3.21441,1.17865,3.66954,13.4776,7.42916,0.0151373,6.94574,0.843568,5.80837,12.467,1.14299,0.0682052,17.9288,22.1167,0.374262,22.9312,1.0985,2.46457,32.4326,6.41977,67.2472,0.246048,0.1863,10.2393,10.2047,1.13169,14.8201,14.14,7.55722,10.3386,75.8848,21.8619,65.2282,5.51471,23.7297,0.922415,122.696,68.8217,1.82655,35.8325,9.58912,1.96055,30.5357,14.2367,17.7339,6.07407,5.95113,49.4244,3.18682,4.30004,9.49815,5.20908,0.551848,0.82377,13.5814,38.8357,14.252,25.4046,4.86842,12.7697,1.54651,9.01373,3.28866,3.6709,4.73689,5.63374,3.86062,168.771,4.97049,127.334,31.4808,49.6044,0.326855,18.9358,21.7065,0,45.5875,50.8293,40.6979,183.889,37.6528,6.08895,205.727,3.51278,43.1058,20.1565,2.7861,33.0192,49.4362,16.8958,15.912,3.32298,65.1865
COL2A1,124.822,0,0.062383,9.40723,0.149369,0.407516,82.9299,1.83737,0.862205,0.0761304,0,0.442754,111.174,105.473,110.558,0.0929615,0,0.182251,31.3989,0.369471,42.1761,9.20578,26.9015,0.7584,31.4125,0.348718,0.0649235,0.548056,2.1362,68.7017,0.146536,0,143.943,0.165655,0.257811,8.18038,0.270489,0,0.299693,0.035867,0.133147,98.027,0.145719,6.00303,0.0772557,0.112568,0.222123,4.95583,0,0,0,0.0492249,20.653,0.84342,1.02857,0,0,74.0814,28.685,14.4149,0,0,0.0873241,0.165699,69.285,26.8688,1.94589,246.991,7.76564,0.157197,8.11158,0.771233,0,11.6999,2.00073,0.0496131,0.103464,0.0214933,0.0145825,0.281686,0,0.364705,0.726554,0,1.01694,0.315638,4.67146,0.333077,0,0.014313,2.20486,0.609106,0.111929,14.9827,0,0.441904,12.0136,0,0,0,0.120885,0,3.86954,0.101651,2.82534,0.0828534,0.114744,0.233095,0,0.0171505,6.14411,0.205631,1.11024,59.1868,47.6574,0.109884,0.276578,8.03179,8.71282,0.0351797,219.151,0.467588,0,0.485265,3.97345,0.701661,53.7069,0,5.7244,147.203,0.21441,0.0618147,1.0013,1.56677,0.114516,0.0598273,0.613052,0.126291,1.39677,0.0370783,20.099,0.361854,6.85636,40.7805,37.2636,1.07359,0,0.0473942,1.51601,5.51192,0.522,0,0,9.34079,0.0350637,0,0.569296,0.0222491,6.22864,0.0149873,0.127527,0,19.4398,114.783,0.0353123,0.0209768,8.5081,1.37617,0.927259,0.0402543,0.029409,38.3583,0.413376,0.157048,1.45759,0.383356,0,2.00287,0.0195043,0.0569473
COL5A1,145.37,136.494,43.5105,158.422,225.483,210.775,39.1658,150.34,30.3356,148.389,103.642,220.455,80.0339,269.701,27.9453,179.379,32.1906,63.0796,194.514,75.9328,30.6618,75.0766,37.8918,129.285,57.393,20.0147,56.8638,87.4963,9.41421,60.9466,87.8912,143.662,40.5398,30.2796,28.7026,128.055,15.6803,21.4176,24.3791,54.0508,51.9884,45.6382,32.6411,28.5161,42.4369,29.7421,47.013,51.5344,219.154,13.4753,23.0038,36.8377,112.066,117.703,9.17789,86.3879,68.0468,94.0041,104.083,75.3596,76.7943,108.138,42.7856,18.2057,62.7231,226.456,147.642,179.114,91.7031,128.517,194.264,147.105,49.6839,142.663,144.053,33.6054,60.1661,31.7171,23.136,161.51,6.43656,4.59031,11.6013,23.8546,14.6414,11.295,47.8762,10.2585,43.7951,156.747,113.037,27.5166,87.8761,85.517,5.36673,4.27042,6.52259,19.2176,2.78046,40.4405,6.09765,17.0328,91.8004,51.6893,17.2159,51.0628,20.4873,48.0836,39.8868,27.0808,57.647,8.00722,30.5437,299.167,387.034,32.5814,16.8683,58.3068,36.7694,35.0878,19.8955,116.302,45.4507,57.3617,137.63,9.65089,112.952,32.1635,27.0058,38.532,99.7165,26.4936,75.7083,99.6617,134.716,12.4204,145.623,413.834,27.9288,246.791,58.6796,238.76,33.8627,68.1556,106.224,23.4437,52.95,23.2912,34.9603,105.517,137.917,58.7164,160.153,74.985,11.9765,187.404,28.6234,87.0433,179.457,70.9135,27.3903,18.0897,17.3758,174.977,52.709,51.4022,40.8437,43.5904,124.721,116.103,109.637,117.968,204.403,57.8154,34.1131,46.8246,159.398,124.007,44.028,210.984
COL5A2,202.313,181.264,58.4864,712.612,308.353,301.151,37.0824,118.141,32.3981,246.925,167.425,493.817,150.156,409.89,66.3652,246.265,45.924,92.2053,290.284,135.933,58.7905,77.8726,53.004,232.429,62.0196,24.5429,67.1142,121.088,34.2399,69.9364,111.348,330.43,54.6831,70.6025,55.1583,199.463,28.0294,28.2956,58.7019,91.1359,109.752,129.77,57.8362,26.9307,46.0351,89.4079,87.7715,93.8971,458.394,46.0854,62.6035,37.1575,133.695,98.3706,26.7663,115.257,83.052,148.505,180.779,97.3976,68.5018,322.448,47.9239,26.7943,103.473,340.562,115.101,152.074,167.344,149.547,232.826,314.266,216.858,192.696,131.694,53.8271,118.019,55.4751,44.7471,119.762,6.42693,6.9018,8.71812,19.3943,14.9289,6.21086,49.8738,17.6737,33.5457,292.852,173.274,44.3055,82.9914,97.4348,8.55259,7.06516,13.8008,12.1055,6.94899,44.154,8.16721,1.08796,109.732,47.359,18.8124,69.0274,25.2911,82.2014,67.0038,52.0394,29.8201,9.29631,90.4159,316.313,272.664,33.3523,13.0316,67.2474,49.6448,51.2796,47.714,217.037,72.8625,79.4514,225.741,16.1351,161.199,39.9525,23.1253,25.6229,49.6067,15.8177,115.303,144.19,139.918,14.4705,236.741,461.219,21.5128,326.53,36.052,418.121,43.6341,101.402,160.553,53.7108,24.6562,27.0054,40.3863,45.6436,174.571,38.1792,136.536,26.139,14.2269,187.753,24.2914,50.7685,139.583,19.6112,92.603,0,4.19188,163.721,119.371,114.544,41.0361,65.8261,174.918,95.3652,225.094,94.7823,352.65,105.309,47.3189,95.8911,332.476,327.722,82.8314,460.013
CRAT,3.09639,8.60203,3.44216,6.43808,14.7289,270.69,6.76964,24.9574,12.9929,23.7683,4.53159,3.80492,8.24192,3.72703,2.29762,4.45403,3.40098,21.7538,10.8437,7.36069,1.07721,4.91709,1.28012,9.18802,4.58664,8.03522,1.48946,8.62563,0.44309,2.38769,0.619898,8.76498,5.31904,6.56194,7.99856,7.59948,3.88411,1.06871,2.05338,4.67668,9.24005,2.57163,5.01356,8.31426,25.9658,2.41362,22.0853,3.66532,70.4712,19.5146,2.79293,2.27399,5.60908,12.8588,6.53709,49.512,2.03308,13.9288,21.3933,2.73225,17.8855,31.2169,2.39557,1.38838,2.67745,7.41778,22.9121,0.280142,4.19317,7.31713,4.23051,6.443,12.229,6.37593,8.42276,3.01341,6.12473,0.301212,8.49002,5.62084,2.4713,1.08367,2.71205,0.567394,2.88125,0.593193,3.71347,4.51501,26.14,4.74879,1.33989,2.44925,4.96534,3.60935,5.162,1.24437,4.80961,6.39344,0.663326,4.1209,2.73679,5.19579,4.34124,11.3929,3.4731,1.55397,1.1721,2.18717,1.53874,0.810681,0.0595784,1.76532,1.09201,6.10748,4.72182,2.81116,1.49166,5.6469,4.59752,1.56885,1.28039,4.10859,0.434016,0.906711,4.9586,1.25434,4.34071,9.22186,0.143253,3.56428,8.16269,64.8689,1.61387,1.68144,7.02926,12.0212,10.8298,25.2676,4.16699,11.3141,7.77622,7.61619,6.98667,2.69333,8.31036,5.82666,10.0312,3.23364,4.42961,3.73345,4.87752,14.2827,20.777,0.737631,1.26799,27.5127,1.53182,6.3588,13.306,16.3546,24.4152,0,0,4.3305,18.9193,20.0761,9.7429,5.4019,5.89456,5.54589,37.2093,9.62832,9.94746,30.4788,7.21592,5.72902,35.1876,17.4382,24.1691,5.89197
CROT,17.2031,8.03371,10.2353,11.175,47.6286,71.4203,4.73515,10.412,3.99236,70.0792,3.88368,42.461,3.43788,5.29179,33.2998,9.49973,8.39303,11.1741,4.9685,5.74807,5.64661,12.5076,0.621716,5.88813,3.75997,7.78597,24.9742,4.78488,13.287,6.43286,9.34461,12.809,4.64999,5.04884,8.95417,11.5114,16.9931,29.4058,4.48754,21.2497,16.4538,12.7296,13.2484,7.72488,8.24655,6.30357,53.6453,11.0311,61.6759,14.5467,9.14946,7.60702,9.7,15.5807,2.65129,76.9528,6.0225,20.8546,25.7858,11.9831,5.49525,26.5717,14.3596,8.91636,8.12291,5.9184,39.1676,10.992,4.71211,25.6105,17.5123,5.30959,70.1636,6.02665,21.0095,2.8917,3.2792,4.69295,12.996,21.1445,9.5381,22.811,55.7176,12.2198,7.56644,12.5985,18.417,16.9421,24.6569,20.3725,8.52486,7.98903,10.7887,12.6402,8.11357,13.1914,0.0727257,14.0462,14.7668,13.6541,5.86815,6.68751,6.66257,103.521,12.1045,7.78673,2.95221,6.23139,9.29257,24.512,6.07646,17.5883,7.69125,10.527,11.3478,6.16501,21.9133,7.72068,13.238,8.74621,4.93747,3.20186,4.08553,9.1463,14.1979,5.05084,12.2274,7.78834,2.16177,8.11488,4.92995,4.61783,12.8803,13.1921,9.5261,20.2671,13.6305,6.63046,1.35921,48.7835,4.61565,9.11234,2.18058,5.8188,6.30745,26.6722,11.6213,10.7352,20.8255,34.0231,18.6583,12.7956,4.49909,21.1361,5.52752,9.84456,2.58029,18.901,11.8014,21.1097,2.63143,85.5425,0,4.56994,9.75512,6.76398,5.1833,8.93674,7.40678,18.127,55.8078,4.80993,15.6503,37.0803,10.1169,5.47545,61.1756,30.4582,15.8075,10.4782
CXCL10,2.29941,18.7691,100.163,7.66528,39.4233,6.60035,179.872,7.04369,29.3048,2.78132,196.435,7.82904,216.143,4.17567,17.1828,24.6676,101.548,75.8828,100.358,56.0996,43.0563,14.2373,73.1395,15.6837,1027.76,37.7643,383.873,4.72286,0,48.9493,35.4013,8.31688,83.8667,219.018,79.1191,59.3069,88.0438,89.9105,121.374,8.16181,54.7547,11.7658,60.784,20.6893,197.953,240.759,10.2874,20.2306,3.96971,290.819,324.884,122.946,25.2886,3.21177,47.5692,60.3684,6.53556,28.1758,27.7287,66.1195,28.4844,11.4495,33.6507,91.8598,63.0364,11.8491,8.31703,36.2774,167.102,40.563,6.97502,79.7082,10.1642,67.1186,96.1112,68.2187,34.8583,80.0122,65.778,21.9312,44.9135,18.9374,26.1821,45.9677,41.7207,39.2311,25.0919,18.2258,1.15513,35.6,8.15851,195.173,39.3975,33.8412,53.2897,30.7011,630.34,69.0365,12.4893,384.484,56.437,14.0868,41.6064,2.65309,37.9725,24.672,325.168,69.4529,23.6985,105.664,63.3418,44.8489,57.2712,4.03918,5.73014,140.839,12.8441,13.1438,37.0993,153.815,191.918,111.717,27.689,48.9679,130.123,166.337,18.7623,85.8427,56.2198,8.52238,14.6049,11.4388,33.681,3.2994,34.2045,0.414279,3.53507,2.41063,15.9386,1.17114,4.36531,26.4698,6.59414,26.4345,12.5891,5.26548,3.6803,17.0314,6.51344,12.7818,30.3093,7.52891,0,14.1618,58.1687,5.40403,20.0542,63.1842,1.77745,5.9346,49.8271,0,0,2.0649,25.0864,31.7238,24.1237,19.6909,28.1471,3.53341,10.818,17.2238,15.3334,17.8862,16.6569,109.851,47.1377,25.2463,50.6872,25.8238
CXCL11,0.642556,4.29667,8.15934,0.457688,8.87846,0.934983,6.86339,0,6.51251,0.439709,15.9079,3.55107,61.4537,0,0.123562,2.20598,19.4311,14.3433,17.9766,1.58942,13.4844,0,12.7646,1.43911,117.484,14.0366,91.8946,0.976804,0,6.47729,3.02595,1.34316,1.3225,11.3213,17.9889,14.2748,5.25959,17.3448,8.79376,0.708749,29.7078,2.73816,3.28281,4.12924,53.6756,44.6731,3.13731,4.08811,0.353852,36.1052,47.492,9.78471,0,1.27008,7.40885,0.809112,0,4.69776,11.7097,28.2921,17.67,0,4.87385,8.91782,9.6686,4.78148,0,1.84482,20.1739,9.91978,4.2247,15.2041,25.8333,6.41966,15.4312,11.7024,7.68466,5.16683,12.7703,2.78925,11.491,5.38728,0,17.161,15.1105,3.00026,4.67742,1.35964,2.02828,6.50349,0.637592,17.6549,14.1107,17.1314,9.54068,4.089,44.9543,12.5715,2.66393,110.538,20.7628,0,5.55652,1.01607,13.7021,3.95012,35.8203,15.7259,4.14639,8.25464,0.856393,6.8698,9.65099,1.12534,0.569746,34.2832,2.58412,3.98929,5.75257,16.6523,27.7435,9.69977,5.85182,3.51615,13.0947,8.00378,4.62877,3.55874,13.0665,0,2.56857,2.75201,13.7347,0.923691,3.2623,0.0733103,1.68925,0,3.99119,5.74158,0.758763,9.11358,2.54401,5.58739,2.87613,1.43686,0,11.8683,5.30341,1.42336,15.3951,1.41623,0,0,8.21909,0,6.05504,18.5376,0.511637,1.10673,13.9609,0,0,0.506209,19.2674,17.1679,1.88411,7.80281,12.1489,0.954956,2.17602,7.14727,8.71699,3.95835,7.99702,38.6206,17.4057,9.27016,10.4707,9.31613
CXCL13,0.0413495,16.4184,48.4832,3.77996,46.0943,1.54946,9.36499,37.576,7.50828,0.740487,26.3849,35.8027,102.936,1.4694,23.0044,7.55091,85.5384,54.2101,9.70889,4.79564,1.80252,5.16943,61.183,5.55664,13.8145,33.4686,24.9641,2.67622,0.583879,19.8752,0,2.82177,5.60261,29.1612,25.8386,23.8366,4.22829,22.875,9.30649,1.32724,20.3493,4.71574,10.8363,0,12.9855,63.115,1.02818,5.10819,23.2391,155.442,92.5893,37.6351,0,41.2549,18.4192,55.4755,4.97297,5.01477,47.9078,4.47169,0,15.7339,0.332221,46.1831,7.40388,2.45979,1116.82,0,8.86429,8.31043,2.33203,8.6131,10.7731,13.1159,37.6107,44.9298,6.53752,16.756,12.2053,13.4793,48.6593,174.019,8.82121,24.9894,157.641,63.1377,13.2194,26.0305,0.102027,3.27858,6.32163,31.79,52.2161,25.2858,66.4045,181.287,91.6347,43.5915,106.426,627.493,79.1886,39.7643,13.0681,36.615,40.998,5.80509,3.7417,95.0912,117.784,50.2738,61.5422,41.0339,30.5927,3.11947,1.20819,11.5668,12.7154,8.68471,4.01488,23.0488,38.1041,12.3011,5.80727,64.2703,28.7339,31.7095,3.45115,47.4504,85.4836,0,3.01473,28.2446,12.9616,0.491278,18.8237,0.20138,1.16042,10.4913,7.95022,0,0.665638,10.9874,2.94027,7.41406,9.07559,2.66206,0,30.9216,0.26274,12.3406,14.291,0,0,0,9.9852,3.34468,0.924701,16.208,0.10165,4.2982,13.0693,0,0,4.07947,8.60834,5.12899,1.72447,17.615,3.38269,1.16539,16.0517,4.41918,5.55191,5.9954,2.88489,10.1775,13.6215,14.9373,11.7207,19.3527
CYP4F8,0.0480191,0,0.73018,0,27.8697,30.0292,1.05944,0,0,1.66215,0.0623461,14.2902,0.444958,0,0.00678974,0,0.00161719,21.2027,0.337205,3.50692,0.113976,2.12906,0,0.310565,0.446875,0.990511,0,0.859841,0,0.467952,0.00128774,0.0558274,0.54584,0,0.116758,0,0,8.74314,0,0.0062017,9.35929,0,0.0470314,0,21.6456,0,1.23534,1.98386,10.0194,0,0.980398,0.355451,0.464837,5.13195,0.24915,6.69571,0,0,0,0,0,15.6348,0,0,0.190086,0,12.9503,2.76604,0,0.134864,0.358575,0.301548,0,0.602536,0.439154,0.271496,0.0988321,1.23981,0.254896,11.5078,0,0,0,0,0,2.64287,0,0,12.2088,0.064249,0.169669,0.276966,0.010545,1.63133,0,0,0.0414823,10.0754,0,0.184965,0.134844,0.0418865,0.585101,3.49045,3.53668,0.0274281,0.285248,0.0434614,0,3.90855,1.11157,8.54897,0.368212,0.703976,0.773279,73.739,0.800571,0.375541,2.01316,0.119626,0,0,0.149097,0.150132,0,0.459008,0.319508,0,0,0,0.234377,1.3096,0,0,0,0,0,0,0.245576,8.00879,0,0,0,0,0,17.0825,0,0,0.71787,0,0.0991234,0,5.58269,0,0,16.5797,0,0.467581,0,3.67657,0,0,0,0,0,0,0,0.362664,0,1.4973,93.9124,0,4.40353,0.20557,0,0,2.87166,1.0552,0.562419,0
